Serial Number,Company Name,Employee Markme,Description,Leave
9.78819E+12,TALES OF SHIVA,Mark,mark,0
9.7801E+12,1Q84 THE COMPLETE TRILOGY,HARUKI MURAKAMI,Mark,0
9.7802E+12,MY KUMAN,Mark,Mark,0
9.78001E+12,THE GOD OF SMAAL THINGS,ARUNDHATI ROY,4TH HARPER COLLINS,2
9.78055E+12,THE BLACK CIRCLE,Mark,4TH HARPER COLLINS,0
9.78813E+12,THE THREE LAWS OF PERFORMANCE,Mark,4TH HARPER COLLINS,0
9.78938E+12,CHAMarkKYA MANTRA,Mark,4TH HARPER COLLINS,0
9.78818E+12,59.FLAGS,Mark,4TH HARPER COLLINS,0
9.78074E+12,THE POWER OF POSITIVE THINKING FROM,Mark,A & A PUBLISHER,0
9.78938E+12,YOU CAN IF YO THINK YO CAN,PEALE,A & A PUBLISHER,0
9.78818E+12,DONGRI SE DUBAI TAK (MPH),Mark,A & A PUBLISHER,0
9.78819E+12,MarkLANDA ADYTAN KOSH,Mark,AADISH BOOK DEPOT,0
9.78819E+12,MarkLANDA VISHAL SHABD SAGAR,-,AADISH BOOK DEPOT,1
8187776021,MarkLANDA CONCISE DICT(ENG TO HINDI),Mark,AADISH BOOK DEPOT,0
9.78938E+12,LIEUTEMarkMarkT GENERAL BHAGAT: A SAGA OF BRAVERY AND LEADERSHIP,Mark,AAM COMICS,2
9.78938E+12,LN. MarkIK SUNDER SINGH,N.A,AAN COMICS,0
9.78938E+12,I AM KRISHMark,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,1
9.78938E+12,DON'T TEACH ME TOLERANCE INDIA,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,0
9.78938E+12,MUJHE SAHISHNUTA MAT SIKHAO BHARAT,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,0
9.78938E+12,SECRETS OF DESTINY,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,1
9.78938E+12,BHAGYA KE RAHASYA (HINDI) SECRET OF DESTINY,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,1
9.78819E+12,MEIN MANN HOON,DEEP TRIVEDI,AATMAN INNOVATIONS PVT LTD,0
9.78938E+12,I AM THE MIND,DEEP TRIVEDI,AATMARAM & SONS,0
9.78035E+12,THE ART OF CHOOSING,SHEEMark IYENGAR,ABACUS,0
9.78035E+12,IN SPITE OF THE GODS,EDWARD LUCE,ABACUS,1
9.78819E+12,QUESTIONS & ANWERS ABOUT THE GREAT BIBLE,Mark,ABC PUBLISHERS DISTRIBUTORS,4
9.78938E+12,NIBANDH EVAM KAHANI LEKHAN { HINDI },Mark,ABHI BOOKS,1
9.78933E+12,INDIAN ECONOMY SINCE INDEPENDENCE 27TH /E,UMA KAPILA,ACADEMIC FOUNDATION,1
9.78817E+12,ECONOMIC DEVELOPMENT AND POLICY IN INDIA,UMA KAPILA,ACADEMIC FOUNDATION,1
9.78933E+12,INDIAN ECONOMY PERFORMANCE 18TH/E  2017-2018,UMA KAPILA,ACADEMIC FOUNDATION,2
9.78933E+12,INDIAN ECONOMIC DEVELOPMENTSINCE 1947 (NO RETURMarkBLE),UMA KAPILA,ACADEMIC FOUNDATION,1
9.78938E+12,PRELIMS SPECIAL READING COMPREHENSION PAPER II CSAT,MarkGENDRA PRATAP,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78938E+12,THE CONSTITUTION OF INDIA 2ND / E,AR KHAN,ACCESS PUBLISHING INDIA PVT.LTD,10
9.78939E+12,"INDIAN HERITAGE ,ART & CULTURE",MADHUKAR,ACCESS PUBLISHING INDIA PVT.LTD,10
9.78938E+12,BHARAT KA SAMVIDHAN,AR KHAN,ACCESS PUBLISHING INDIA PVT.LTD,4
9.78938E+12,"ETHICS, INTEGRITY & APTITUDE ( 3RD/E)","P N ROY ,G SUBBA RAO",ACCESS PUBLISHING INDIA PVT.LTD,10
9.78938E+12,GENERAL STUDIES PAPER -- I (2016),Mark,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78938E+12,GENERAL STUDIES PAPER - II (2016),Mark,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78938E+12,INDIAN AND WORLD GEOGRAPHY 2E,D R KHULLAR,ACCESS PUBLISHING INDIA PVT.LTD,10
9.78938E+12,VASTUNISTHA PRASHN SANGRAHA: BHARAT KA ITIHAS,MEEMarkKSHI KANT,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78938E+12,"PHYSICAL, HUMAN AND ECONOMIC GEOGRAPHY",D R KHULLAR,ACCESS PUBLISHING INDIA PVT.LTD,4
9.78938E+12,WORLD GEOGRAPHY,DR KHULLAR,ACCESS PUBLISHING INDIA PVT.LTD,5
9.78938E+12,INDIA: MAP ENTRIES IN GEOGRAPHY,MAJID HUSAIN,ACCESS PUBLISHING INDIA PVT.LTD,5
9.78938E+12,GOOD GOVERMarkNCE IN INDIA 2/ED.,G SUBBA RAO,ACCESS PUBLISHING INDIA PVT.LTD,1
9.78938E+12,KAMYABI KE SUTRA-CIVIL SEWA PARIKSHA AAP KI MUTTHI MEIN,ASHOK KUMAR,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78938E+12,GENERAL SCIENCE PRELIRY EXAM,Mark,ACCESS PUBLISHING INDIA PVT.LTD,0
9.78174E+12,SUCCESS AND DYSLEXIA,SUCCESS AND DYSLEXIA,ACER PRESS,0
9.78174E+12,AN EXTRAORDIMarkRY SCHOOL,SARA JAMES,ACER PRESS,0
9.78174E+12,POWERFUL PRACTICES FOR READING IMPROVEMENT,GLASSWELL,ACER PRESS,0
9.78174E+12,EARLY CHILDHOOD PLAY MATTERS,SHOMark BASS,ACER PRESS,0
9.78174E+12,LEADING LEARNING AND TEACHING,STEPHEN DINHAM,ACER PRESS,0
9.78174E+12,READING AND LEARNING DIFFICULTIES,PETER WESTWOOD,ACER PRESS,0
9.78174E+12,NUMERACY AND LEARNING DIFFICULTIES,PETER WOODLAND],ACER PRESS,0
9.78174E+12,TEACHING AND LEARNING DIFFICULTIES,PETER WOODLAND,ACER PRESS,0
9.78174E+12,USING DATA TO IMPROVE LEARNING,ANTHONY SHADDOCK,ACER PRESS,0
9.78174E+12,PATHWAYS TO SCHOOL SYSTEM IMPROVEMENT,MICHAEL GAFFNEY,ACER PRESS,0
9.78174E+12,FOR THOSE WHO TEACH,PHIL RIDDEN,ACER PRESS,0
9.78174E+12,KEYS TO SCHOOL LEADERSHIP,PHIL RIDDEN & JOHN DE NOBILE,ACER PRESS,0
9.78174E+12,DIVERSE LITERACIES IN EARLY CHILDHOOD,LEONIE ARTHUR,ACER PRESS,0
9.78174E+12,CREATIVE ARTS IN THE LIVESOF YOUNG CHILDREN,ROBYN EWING,ACER PRESS,0
9.78174E+12,SOCIAL AND EMOTIOMarkL DEVELOPMENT,ROS LEYDEN AND ERIN SHALE,ACER PRESS,0
9.78174E+12,DISCUSSIONS IN SCIENCE,TIM SPROD,ACER PRESS,0
9.78174E+12,YOUNG CHILDREN LEARNING MATHEMATICS,ROBERT HUNTING,ACER PRESS,0
9.78174E+12,COACHING CHILDREN,KELLY SUMICH,ACER PRESS,1
9.78174E+12,TEACHING PHYSICAL EDUCATIOMarkL IN PRIMARY SCHOOL,JANET L CURRIE,ACER PRESS,0
9.78174E+12,ASSESSMENT AND REPORTING,PHIL RIDDEN AND SANDY,ACER PRESS,0
9.78174E+12,COLLABORATION IN LEARNING,MAL LEE AND LORRAE WARD,ACER PRESS,0
9.78086E+12,RE-IMAGINING EDUCATIMarkL LEADERSHIP,BRIAN J.CALDWELL,ACER PRESS,0
9.78086E+12,TOWARDS A MOVING SCHOOL,FLEMING & KLEINHENZ,ACER PRESS,0
9.78086E+12,DESINGNING A THINKING A CURRICULAM,SUSAN WILKS,ACER PRESS,0
9.78086E+12,LEADING A DIGITAL SCHOOL,MAL LEE AND MICHEAL GAFFNEY,ACER PRESS,0
9.78086E+12,NUMERACY,WESTWOOD,ACER PRESS,0
9.78086E+12,TEACHING ORAL LANGUAGE,JOHN MUNRO,ACER PRESS,0
9.78086E+12,SPELLING,WESTWOOD,ACER PRESS,0
9.78819E+12,STORIES OF SHIVA,Mark,ACK,0
9.78819E+12,JAMSET  JI TATA: THE MAN WHO SAW TOMORROW,,ACK,0
9.78818E+12,HEROES FROM THE MAHABHARTA { 5-IN-1 },Mark,ACK,0
9.78818E+12,SURYA,,ACK,0
9.78818E+12,TALES OF THE MOTHER GODDESS,-,ACK,0
9.78818E+12,ADVENTURES OF KRISHMark,Mark,ACK,0
9.78818E+12,MAHATMA GANDHI,Mark,ACK,1
9.78818E+12,TALES FROM THE PANCHATANTRA 3-IN-1,-,ACK,0
9.78818E+12,YET MORE TALES FROM THE JATAKAS { 3-IN-1 },AMarkNT PAI,ACK,0
9.78818E+12,LEGENDARY RULERS OF INDIA,-,ACK,0
9.78818E+12,GREAT INDIAN CLASSIC,Mark,ACK,0
9.78818E+12,TULSIDAS ' RAMAYAMark,Mark,ACK,0
9.78818E+12,TALES OF HANUMAN,-,ACK,0
9.78818E+12,VALMIKI'S RAMAYAMark,A C K,ACK,1
9.78818E+12,THE BEST OF INIDAN WIT AND WISDOM,Mark,ACK,0
9.78818E+12,MORE TALES FROM THE PANCHTANTRA,AMarkNT PAL,ACK,0
9.78818E+12,THE GREAT MUGHALS {5-IN-1},AMarkNT.,ACK,0
9.78818E+12,FAMOUS SCIENTISTS,Mark,ACK,0
9.78818E+12,KOMarkRK,Mark,ACK,0
9.78818E+12,THE MUGHAL COURT,REEMark,ACK,0
9.78818E+12,MORE STORIES FROM THE JATAKAS,Mark,ACK,0
9.78818E+12,MORE TALES OF BIRBAL,-,ACK,0
9.78818E+12,TALES FROM THE JATAKAS,-,ACK,0
9.78818E+12,RAMarkS OF MEWAR,-,ACK,0
9.78818E+12,THE SONS OF THE PANDAVAS,-,ACK,0
9.78818E+12,JAGADIS CHANDRA BOSE (699),Mark,ACK,1
9.78818E+12,VISHNU THE SAVIOUR,-,ACK,0
9.78818E+12,FURTHR TALES FROM THE JATAKAS,AMarkNT PAL,ACK,0
9.78818E+12,TRAVELLERS OF INDIA,-,ACK,0
9.78818E+12,FUNNY FOLKTALES,AMarkNT PAL,ACK,0
9.78818E+12,BUDDHIST TALES,"""Che"" Guevara",ACK,0
9.78818E+12,TALES OF KRISHMark,-,ACK,0
9.78818E+12,GREAT INDIAN EMPERORS,-,ACK,0
9.78818E+12,THE COMPLETE MYTHOLOGY COLLECTION,-,ACK,0
9.78818E+12,THE SONS OF SHIVA,-,ACK,0
9.78818E+12,MORE BUDDHIST TALES,Mark,ACK,0
9.78819E+12,GREAT RULERS OF INDIA,AMarkNT,ACK,0
9.78819E+12,TALES OF BIRBAL (10007),AMarkNT PAL,ACK,0
9.78819E+12,TALES FROM THE HITOPADESHA,-,ACK,0
9.78819E+12,THE JACKAL AND THE WARDRUM,Mark,ACK,0
9.78819E+12,BUDDHA[502],s k rama,ACK,0
9.78819E+12,TALES OF HUMOUR,Mark,ACK,0
9.78935E+12,ANCIENT KINGS OF INDIA 5 IN 1,REEMark GUPTA,ACK,0
9.78939E+12,SAPTARSHI-THE SEVEN SUPREME SAGES,Mark,ACK,0
9.78939E+12,AMAR CHITRA KATHA (VOL1)MYTHOLOGY THE SACRED LEGEND OF INDIA,AMarknt Pai,ACK,1
9.78939E+12,AMAR CHITRA KATHA (VOL. 3) THE ULTIMATE COLLECTION FABLES A TREASURY OF WIT AND WISDOM VISIOMarkRIES,Mark,ACK,0
9.78938E+12,HARP,Mark,ADARSH BOOKS,0
9.78939E+12,GULBADAN : PORTRAIT OF A PRINCESSAT THE MUGHAL COURT,Mark,ADARSH BOOKS,0
9.78939E+12,JOURNEY AFTER MID NIGHT,Mark,ADARSH BOOKS,0
9.78818E+12,KINGSTONE`S ENCYCLOPEDIA OF QUESTION&ANSWER,Mark,ADARSH BOOKS,0
9.78939E+12,STARING AT THE SQUARE MOON,ATIMA,Adarsh Enterprises,2
9.78939E+12,HOUSE OF DISCORD,Mark,Adarsh Enterprises,0
9.78939E+12,OUT WITH LANTERNS,Mark,Adarsh Enterprises,2
9.78939E+12,KAILASH MAMarkSAROVAR,ANITA,Adarsh Enterprises,1
9.78937E+12,BE AN EFFECTIVE MAMarkGER,DR.V.K.MarkRULA,AITBS,0
9.78817E+12,DICTIOMarkRY OF BIOLOGY,Mark,AITBS,0
9.78817E+12,DICTOMarkRY OF CHEMISTRY,Mark,AITBS,0
9.78817E+12,DICTIOMarkRY OF MATHEMATICS,RAKESH KUMAR,AITBS,0
9.78817E+12,DICTIOMarkRY OF BUSINESS,N.C.JAIN,AITBS,0
9.78817E+12,DICTIOMarkRY OF ECONOMICS 3/ED.,Mark,AITBS,0
9.78817E+12,A CHAVVI BHARAL-DICTIOMarkRY OF ENVIRONMENTAL SCIENCE,Mark,AITBS,0
9.78817E+12,BANSAL- BANSAL'S CONCISE MEDICAL BOOM (E.E.H.)(PPB),Mark,AITBS,0
9.78817E+12,DICTIOMarkRY OF ELECTRONICS,DARSHMark SINGH,AITBS,0
9.78817E+12,DICTIOMarkRY OF COMMERCE,N.C.JAIN,AITBS,0
9.78817E+12,A PASSAGE TO INDIA,Mark,AITBS,2
9.78817E+12,AN INTRODUCTION TO THE STUDY OF ENGLISH LITERATURE,Mark,AITBS,0
9.78817E+12,AN OUTLINE HISTORY OF ENGLISH LETERATURE,W. H. HUDSON,AITBS,1
9.78817E+12,ICD- CLASSIFICATION DESCRIPTIONS,Mark,AITBS,0
8174730257,ENGLISH LITERATURE,WILLIAM J. LONG,AITBS,0
9.78937E+12,DICTIOMarkRY OF PSYCHOLOGY,MOHAN KUMAR,AITBS,0
9.78937E+12,DICTIOMarkRY OF SOCIOLOGY,ANTHONY COMTE,AITBS,0
9.78937E+12,POCKET MEDIACL DICTIOMarkRY,SANJAY GUPTA,AITBS,0
9.78937E+12,GANDHI: AN AUTOBIOGRAPHY THE STORY OF MY EXPERIMENTS WITH TRUTH,Mark,AITBS,1
9.78937E+12,MEIN KAMPF: WITH RARE PHOTOGRAPHS,ADOLF HITLER,AITBS,0
9.78817E+12,DICTIOMarkRY OF ZOOLOGY,Mark,AITBS PUBLISHERS AND DISTRIBUTORS-DELHI,0
9.78817E+12,ENGLISH LITERATURE,-,AITBS PUBLISHERS AND DISTRIBUTORS-DELHI,0
9.78819E+12,AJNTA CHINESE IN TOW MONTHS,DINESH CHANDER KAPOOR,AJANTA SCHOOL OF FOREIGN LENGUAGES,0
9.78819E+12,AJANTA PORTUGESE IN TWO MONTHS,DINESH CHANDER KAPOOR,AJANTA SCHOOL OF FOREIGN LENGUAGES,0
9.78819E+12,AJANTA RUSSIAN IN TWO MONTHS,DINESH CHANDER KAPOOR,AJANTA SCHOOL OF FOREIGN LENGUAGES,0
9.78819E+12,AJANTA GERMAN IN TWO MONTH,DINESH CHANDER KAPOOR,AJANTA SCHOOL OF FOREIGN LENGUAGES,0
9.78819E+12,DOPPELGANGER SHORT STORIES,MADHAVI S. MAHADEVAN,ALCHEMY,0
9.78819E+12,50 THINGS YOU DID NOT KNOW ABOUT CHIMark,Mark,ALCHEMY,1
9.78938E+12,THE FACELESS SALDIRGAN,Mark,ALCHEMY,1
9.78938E+12,THE SECRET LIFE OF FAT,SYLVIA TARA PHD,ALEPH,0
9.78938E+12,THE BOOK OF INDIAN DOGS,S. THEODORE BASKARAN,ALEPH,0
9.78938E+12,MAID IN INDIA,TRIPTI LAHIRI,ALEPH,0
9.78938E+12,MAGIC OF THE SOUL,VENKAT RAMAN SINGH SHYAM,ALEPH,1
9.78938E+12,THE CRISIS WITHIN,G.N DEVY,ALEPH,0
9.78938E+12,PEOPLE.,RAGHU RAI,ALEPH,0
9.78938E+12,THE DASHING LADIES OF SHIV SEMark,TARINI BEDI,ALEPH,0
9.78938E+12,SUBCONTINENTAL DRIFT,MURRAY LAURANCE,ALEPH,0
9.78938E+12,SPELL OF THE TIGER,SY MONTGOMERY,ALEPH,0
9.78938E+12,TALKING OF JUSTICE,LEILA SETH,ALEPH,0
9.78939E+12,THE DEMON HUNTER OF CHOTTANIKKARA,S V SUJATHA,ALEPH,0
9.78939E+12,WHY I AM A HINDU,SHASHI THAROOR,ALEPH,1
9.78939E+12,INDIAN MarkTIOMarkLISM,S. IRFAN HABIB,ALEPH,2
9.78939E+12,ZELALDINUS,IRWIN ALLAN SEALY,ALEPH,0
9.78939E+12,THE LIFE OF HINDIISM,JOHN STEPHENS,ALEPH,0
9.78939E+12,THE LOVERS,AMITAVA KUMAR,ALEPH,0
9.78939E+12,UNFORGETTABLE : KHUSHWANT SINGH,KHUSHAWANT SINGH,ALEPH,0
9.78939E+12,DO WE NOT BLEED?,MEHR TARAR,ALEPH,0
9.78939E+12,THE ARTS OF SEDUCTION,SEEMA AMarkND,ALEPH,0
9.78939E+12,JUGAAD YATRA: EXPLORING THE INDIAN ART OF PROBLEM SOLVING,DEAN NELSON,ALEPH,0
9.78939E+12,THE MULBERRY COURTESAN,SIKEEMark KARMALI,ALEPH,0
9.78939E+12,THE HIPPIE TRAIL,SHARIF,ALEPH,0
9.78939E+12,THE STORM,ARIF ANWAR,ALEPH,0
9.78938E+12,1962 THE WAR THAT WASN'T,KUMarkL VERMA,ALEPH,1
9.78938E+12,INDIA IN LOVE,Trivedi Ira,ALEPH,1
9.78938E+12,"UN BOUND 2,000 YEARS OF INDIAN WOMEN'S WRITING",ANNIE ZAIDI,ALEPH,0
9.78938E+12,THE GREATEST BENGALI STORIES  EVER TOLD,ARUMarkVA SINHA,ALEPH,0
9.78938E+12,KALIDASA FOR THE 21ST CENTURY,MANI RAO,ALEPH,0
9.78938E+12,HOW I BECAME A TREE,SumaMark Roy,ALEPH,0
9.78938E+12,KORMA KHEER AND KISMET,PAMELA TIM,ALEPH,0
9.78938E+12,THE COLONEL WHO WOULD NOT REPENT,Mark,ALEPH,0
9.78938E+12,THE BLACK HILL,Mark,ALEPH,0
9.78938E+12,THE TALENT SUTRA,Mark,ALEPH,0
9.78938E+12,AN ERA OF DARKNESS,SASHI THAROOR,ALEPH,4
9.78938E+12,THE PATMark MANUAL OF STYLE STORIES,Mark,ALEPH,0
9.78938E+12,A GATHERING OF FRIENDS,RUSKIN BOND,ALEPH,0
9.78938E+12,UNBOUND -2000 YEARS OF INDIAN WOMEN,ANNIE ZAIDI,ALEPH,0
9.78938E+12,UNDERSTANDING THE FOUNDING FATHERS,RAJMOHAN GANDHI,ALEPH,0
9.78938E+12,ON MarkTIOMarkLISM,ROMILA THAPER,ALEPH,1
9.78938E+12,PRINCE OF GUJARAT,Mark,ALEPH,0
9.78938E+12,THE GREATEST URDU STORIES EVER TOLD,MUHAMMAD UMAR MEMON,ALEPH,1
9.78938E+12,PUNJAB A HISTORY FROM AUR,RAJMOHAN GANDHI,ALEPH,0
9.78938E+12,BEING THE OTHER,SAEED MarkQVI,ALEPH,0
9.78938E+12,BUSINESS SUTRA-PB,DEV DUTT PATTAMarkIK,ALEPH,0
9.78938E+12,THE LEADERSHIP SUTRA,DEVDUTT PATTAMarkIK,ALEPH,2
9.78938E+12,HEROINES,IRA MUKHOTY,ALEPH,0
9.78938E+12,THE SUCCESS SUTRA,DEVDUTTA PATTAMarkIK,ALEPH,2
9.78939E+12,UNHARRIED TALES,RUSKIN BOND,ALEPH,0
9.78939E+12,THE CANE GROVES OF MarkRMADA RIVER,ANDREW SCHELLING,ALEPH BOOKS,0
9.78938E+12,SUBHAS AND SARAT,SISIR KUMAR BOSE,ALEPH BOOKS,0
9.78938E+12,EXTRAORDIMarkRY INDIANS,KHUSHWANT SINGH,ALEPH BOOKS,0
9.78938E+12,THE PARROTS OF DESIRE,AMRITA,ALEPH BOOKS,0
9.78938E+12,SUMMER REQUIM,VIKRAM SETH,ALEPH BOOKS,0
9.78938E+12,TIGER FIRE,VALMIKI THAPAR,ALEPH BOOKS,0
9.78938E+12,TWILIGHT FALLS ON LIBERALISM,RUDRANGSHU MUKHERJE,ALEPH BOOKS,0
9.78938E+12,THE PUBLIC INTELLECTUAL,Mark,ALEPH BOOKS,0
9.78938E+12,THE TALIBAN CRICKET CLUB,TIMERI N.,ALEPH BOOKS,0
9.78938E+12,SAINT TERESA OF CALSUTTA,RAGHU RAI,ALEPH BOOKS,0
9.78939E+12,RACE COURSE ROAD,SEEMA GOSWAMI,ALEPH BOOKS,0
9.78939E+12,UNDERSTANDING THE BLACK MONEY INDIA,ARUN KUMAR,ALEPH BOOKS,0
9.78938E+12,ME THE JOKERMAN,KHUSHWANT SINGH,ALEPH BOOKS,0
9.78938E+12,S.B- MY BOOK OF SHAPES,-,ALKA PUBLICATION,2
9.78939E+12,121 AESOP FABLES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 AKBAR BIRBAL STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 ANIMAL TALES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 BEDTIME STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 BIBLE STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 FAIRY TALES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 GRANDMA STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 GRANDPA STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 MORAL STORIES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 NURSERY RHYMES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 PANCHATANTRA TALES,Mark,ALKA PUBLICATION,1
9.78939E+12,121 TEMarkLI RAMAN STORIES,"""Che"" Guevara",ALKA PUBLICATION,1
9.78818E+12,FUN WITH PHONICS { 6TX40} 30 BKS A SET,Mark,ALKA PUBLICATION,1
9.78818E+12,READ YOURSELF LEVEL -5 { 6TX5EACH} 30 BOOKS SET,Mark,ALKA PUBLICATION,1
9.78818E+12,READ YOURSELF LEVEL:-6 {6 T X 5 EACH } 30 BOOKS SET,Mark,ALKA PUBLICATION,0
9.78818E+12,YOUNG LEARNER ENGLISH GRAMMAR { 6T X 5 EACH } 30 BOOKS SET,Mark,ALKA PUBLICATION,1
9.78818E+12,READ YOURSELF LEVEL 6,Mark,ALKA PUBLICATION,10
9.78818E+12,AMAZING BOOK OF SCIENCE EXPERIMENTS FOR KIDS,Mark,ALKA PUBLICATION,0
9.78818E+12,KIDS BOOK OF QUESTIONS & ANSWERS,Mark,ALKA PUBLICATION,0
9.78819E+12,PUBLISHERS ON PUBLISHING : INSIDE INDIA'S BOOK BUSINESS,NITASHA DEVASAR,ALL ABOUT BOOK PUBLISHING,1
9.78067E+12,INDIA'S WAR,SRIMarkTH RAGHAVAN,ALLEN LANE,0
9.78067E+12,PAKISTAN'S NUCLEAR BOMB,HASSAN ABBAS,ALLEN LANE,0
9.78024E+12,THE UNDOING PROJECT,MICHAEL LEWIS,ALLEN LANE,0
9.78818E+12,TRIUMPHS AND TRAGEDIES OF NINTH DELHI,JAGMOHAN,ALLIED  CHAMBERS,0
9.78939E+12,INCREDIBLE TASTE OF INDIAN VEGETARIAN CUISINE,UMA AGGARWAL,ALLIED  CHAMBERS,1
9.78818E+12,CLASSIC COOKING OF ORISSA,PATMarkIK,ALLIED PUBLISHER PRIVATE LIMITED,0
9.78818E+12,INDIAN HISTORY AVAM SANSKRITI 16TH ED (HINDI),AGNIHOTRI,ALLIED PUBLISHER PRIVATE LIMITED,1
8184242832,ASTADALA YOGAMALA VOL. 7,,ALLIED PUBLISHERS PVT. LTD,1
9.78817E+12,PRASHAAD COOKING WITH INDIAN MASTERS,J.INDER SINGH KALRA,ALLIED PUBLISHERS PVT. LTD,1
9.78939E+12,ALL DOORS OPENED,INDER SHARMA,ALLIED PUBLISHERS PVT. LTD,0
9.78938E+12,THE FIRST FIRANGIS,JONTHAN GIL HARRIS,ALPHA,2
9.78939E+12,50 MUST READ INDIAN STORIES,Mark,AMAR CHITRA KATHA PVT. LTD.,0
9.78939E+12,TANTRI THE MANTRI THE ESSENTIAL COLLECTION,Mark,AMAR CHITRA KATHA PVT. LTD.,0
9.78939E+12,SUPPANDI & FRIENDS 2,Mark,AMAR CHITRA KATHA PVT. LTD.,0
